"index","word","meaning","meaning2","note","category"
"1502","보세요! 가을 하늘이 정말 파래요.","Look! The autumn sky is really blue.","","","dif4 irregular"
"1503","하늘은 파랗고 구름은 하얘서 그림 같아요.","The sky is blue and the clouds are white, just like a painting.","","","dif4 irregular"
"1504","얼굴이 많이 까매졌네요.","Your face has tanned really brown (black).","","","dif4 irregular"
"1505","휴가 때 바다에 갔다 와서 그래요.","That's because I went to the beach during vacation.","","","dif4"
"1506","파란 티셔츠 입은 남자가 누군지 아세요?","Do you know who that boy wearing the blue T-shirt is?","","","dif4"
"1507","옛날에는 멀었는데 이사해서 가까워졌어요.","It used to be far away, but since I've moved it has become closer.","","","dif4"
"1508","비가 오고 나서 추워졌어요.","After it rained, the weather turned cold.","","","dif4"
"1509","당근을 많이 먹으면 눈이 좋아져요.","If you eat a lot of carrots, your vision will get better.","","","dif4"
"1510","손님이 오면 저에게 알려 주십시오.","Please let me know when the guests come.","","","dif4 formal"
"1511","다른 티셔츠를 보여 드리겠습니다.","I will show you a different T-shirt.","","","dif4 formal"
"1512","그 사람은 지금도 서울에서 살 거예요.","He probably lives in Seoul even now.","","","dif4"
"1513","저 먼저 가도 괜찮아요?","Do you mind if I leave first?","","'-도 괜찮다' has the same meaning as '-도 되다', but it is less direct and more careful.","dif4"
"1514","몸이 좋지 않거나 기분이 우울할 때는 잠을 잡니다.","When I don't feel well or feel depressed, I go to bed.","","","dif4"
"1515","김 교수님을 만나시려면 지금 가셔야 돼요.","If you plan to meet professor Kim, you need to go now.","","","dif4 honorific"
"1516","완전히 나으려면 수술을 해야 돼요.","If you want to get completely healthy, you need to have surgery.","","완전히 - completely, 수술 - surgery","dif4"
"1517","이 회사에 취직하려면 어떻게 해야 합니까?","How can I get a job at this company?","What do I have to do in order to get a job at this company?","","dif4"
"1518","비가 오겠는데요.","It will probably rain.","","","dif4"
"1519","그분은 키가 큰가요?","Is he tall?","","","dif4"
"1520","이 분은 누구신가요?","Who is she?","","","dif4 honorific"
"1521","한 달 안에 방을 비워 주세요.","Please empty the room within one month.","","""""""안에"""" can refer not only to physical location, but also to time.""","dif4"
"1522","두 시간 내에 기차가 떠날 거예요.","The train will leave within two hours.","","""""""내에"""" can be used instead of """"안에"""".""","dif4"
"1523","창문을 좀 열어 드릴까요?","Shall I open the window for you?","","","dif4"
"1524","짐을 좀 들어 드릴까요?","Shall I carry the luggage for you?","","들다 - to carry","dif4"
"1525","아마 선생님이 말을 천천히 해서 그럴 거예요.","It's probably because the teacher speaks slowly.","","","dif4"
"1526","극장에서 영화를 볼 때 앞 사람의 의자를 발로 차면 안 됩니다.","You shouldn't kick the chair in front of you when you watch a movie at a movie theater.","","발 - foot, 차다 - to kick","dif4"
"1527","처음 한국에 도착했을 때 기분이 어땠어요?","How did you feel when you first arrived in Korea?","","","dif4"
"1528","또 모르는 게 있으면 언제든지 물어보세요.","You can ask me anytime if there's anything else you don't know.","","언제든지 - anytime","dif4"
"1529","한국에서 만든 거예요.","It was made in Korea.","","We don't know who made it so we must use the passive voice in English, but in Korean, the active voice is usually used in such situations because the subject can be dropped if we don't know who it is.","dif4"
"1530","한국 친구 집에 갈 때는 뭘 가지고 가면 좋아요?","What should (could) I bring when I visit a Korean friend at home?","","","dif4"
"1531","내일 저녁에 친구들이 모여서 로라 씨 승진을 축하해 주려고요.","We are planning a gathering among friends tomorrow evening to congratulate Laura on her promotion.","","'-려고요' is a contraction from '-려고 해요'. 모이다 - to come together, 승진 - promotion","dif4"
"1532","무엇을 주문하시겠습니까?","What will you order?","","","dif4 formal honorific"
"1533","금연석에 앉으시겠습니까, 흡연석에 앉으시겠습니까?","Would you like to sit in the non-smoking section or in the smoking section?","","","dif4 formal honorific"
"1534","그래서 올해는 가을에 휴가를 가려고요.","Therefore this year I'm going on vacation in the autumn.","","","dif4"
"1535","음식을 가지고 들어가시면 안 됩니다.","You may not bring food inside.","","","dif4 honorific"
"1536","살을 빼려면 꾸준히 운동하고 음식 양을 줄이세요.","If you want to lose weight, you should exercise regularly and eat less.","","꾸준히 - consistently, 양 - amount, 줄이다 - to reduce","dif4"
"1537","여기 온 사람 중에서 누가 마음에 들어요?","Who do you like among the people here?","","","dif4"
"1538","저는 주말에 아무 때나 괜찮으니까 전화 주세요.","Call me, I'm free any time this weekend.","","","dif4"
"1539","사려고 하는 사람","someone who is planning to buy it","","","dif5"
"1540","외국에서 공부하려고 하는 학생들이 많아요.","There are many students who are planning to study abroad.","","외국 - foreign countries","dif5"
"1541","저 내일 못 올 수도 있어요.","I might not be able to come here tomorrow.","","","dif5"
"1542","아무런 소식도 없어요.","There is no news (from them).","","'런' is optional in this construction","dif5"
"1543","아무 맛도 없어요.","It is tasteless.","","","dif5"
"1544","안 먹고 싶어요. 그런데 먹게 돼요.","I don’t want to eat it, but I keep eating it anyway.","I don't want to eat it, but somehow I'm eating it anyway.","The '-게 되다' construction means that you do something or end up doing something because of an outside reason, not because of your wishes.","dif5"
"1545","지난 주에 영화를 보게 됐어요.","(I wasn’t planning to but) I got to see a movie last week.","","","dif5"
"1546","그렇게 하게 될 거예요.","You will (eventually) end up doing it that way.","","","dif5"
"1547","내일 알게 될 거예요.","You will find out tomorrow.","You will get to know it tomorrow.","","dif5"
"1548","다 사게 됐어요.","I ended up buying everything.","","","dif5"
"1549","다시 학교에 다니게 됐어요.","(Things have happened so that) now I can go back to (going to) school.","","","dif5"
"1550","어떻게 여기에 오게 됐어요?","How did you get to come here?","How did you end up coming here?","","dif5"
"1551","만나게 되면 말해 주세요.","If you get to meet him, tell me.","","","dif5"
"1552","잠시 후에는 안준호 교수님께서 한국 경제에 대해 강의를 하시겠습니다.","Professor An Junho will give a lecture on the Korean economy shortly.","","'-에 대해' or '-에 대해서' is used to describe the topic or theme of something.","dif5 formal honorific"
"1553","열 명 초대했는데 아무도 안 올 수도 있어요.","I’ve invited 10 people, but it’s possible that no one will come.","","","dif5"
"1554","살 뻔 했어요.","I almost bought it.","","""""""-(으)ㄹ 뻔 했다"""" means that you almost did something (but didn't do it in the end).""","dif5"
"1555","믿을 뻔 했어요.","I almost believed it.","","","dif5"
"1556","무서워서 울 뻔 했어요.","It was scary so I almost cried.","I almost cried because I was scared.","","dif5"
"1557","무거워서 떨어뜨릴 뻔 했어요.","It was heavy and I almost dropped it.","","","dif5"
"1558","돈을 잃을 뻔 했어요.","I almost lost money.","","","dif5"
"1559","갈 뻔 했는데, 안 갔어요.","I almost went there, but I didn’t go.","","","dif5"
"1560","나는 아침마다 요가를 한다.","I practice yoga every morning.","","""This sentence introduces the statement sentence ending (as opposed to the """"let's"""" ending -자) of the 'plain' or 'narrative' speech style. If an action verb stem ends in a vowel, you add -ㄴ다 like this: 하다 -&gt; 한다.""","dif5 plain"
"1561","다음 달부터 버스 요금이 오른다.","Starting from next month, the bus ticket price will go up.","","The plain style is used in various kinds of narrations - diaries, documentaries, newspapers, and so on. Also in dictionaries.","dif5 plain"
"1562","봄에 새 학기가 시작된다.","A new semester starts in the spring.","","","dif5 plain"
"1563","아버지는 라디오를 들으신다.","My father is listening to the radio.","","This sentence is both honorific and plain at the same time.","dif5 honorific plain"
"1564","민수는 신문을 읽는다.","Minsu is reading a newspaper.","","To turn an action verb whose stem ends in a consonant into the plain form, you add -는다: 읽다 -&gt; 읽는다.","dif5 plain"
"1565","민희는 뉴스를 듣는다.","Minhee is listening to the news.","","","dif5 plain"
"1566","장미는 너무 비싸다.","The roses are too expensive.","","For descriptive verbs it's easy - the plain form is the same as the dictionary form.","dif5 plain"
"1567","지금 우리나라 경제가 어렵다.","Our country is in a difficult economic situation right now.","","","dif5 plain"
"1568","날씨 참 좋다.","The weather is very nice.","","Friendly advice: study the plain form until you know it very well. You will need it for the reported speech, which is a very big part of Korean grammar.","dif5 plain"
"1569","유키는 지금 집에 있다.","Yuki is at home now.","","The verbs 있다, 맛있다, 재미있다 act like descriptive verbs in this context.","dif5 plain"
"1570","김 대통령은 어제 한국으로 돌아갔다.","President Kim returned to Korea yesterday.","","After the past and future suffixes 았, 었, 겠, only -다 is added.","dif5 plain"
"1571","그 일은 여자들에게 너무 힘들었다.","The job was very difficult for women.","","","dif5 plain"
"1572","나는 내년에 중국으로 가겠다.","I'll go to China next year.","","In the plain style, '나' is used instead of '저'.","dif5 plain"
"1573","우리 형은 변호사다.","My brother is a lawyer.","","Add '-다' or '-이다' after nouns.","dif5 plain"
"1574","내일은 비가 올 것이다.","It will rain tomorrow.","","","dif5 plain"
