"index","word","meaning","hanzi","category"
"3731","홍수","flood","洪水",""
"3732","마무리하다","to finish, finalize, complete","",""
"3733","개방하다","to open, unbar","開放",""
"3734","따로따로","separately, individually",""," double "
"3735","창가","area near window","窓-",""
"3736","접촉","contact, touch","接觸",""
"3737","식후","after a meal","食後",""
"3738","원칙","principle, general rule","原則",""
"3739","보안","security","保安",""
"3740","사냥하다","to hunt","",""
"3741","명단","list of names","名單",""
"3742","신중하다","to be cautious, prudent, discreet","愼重",""
"3743","별도","separate, additional","別途",""
"3744","무기","arms, weapon","武器",""
"3745","질병","disease, illness","疾病",""
"3746","파괴하다","to destroy, ruin","破壞",""
"3747","문방구","stationery;<div>stationery store</div>","文房具",""
"3748","이롭다","to be beneficial, do good","",""
"3749","샌들","sandals",""," eng "
"3750","녹음기","recorder","錄音器",""
"3751","고집","stubbornness, insistence","固執",""
"3752","민주주의","democracy","民主主義",""
"3753","파트너","partner",""," eng "
"3754","교훈","lesson, moral","敎訓",""
"3755","쓰다듬다","to stroke, pat","",""
"3756","한눈","one eye;<div>a look, a glance</div>","",""
"3757","노려보다","to glare, scowl","",""
"3758","높임말","honorific language (style, words)","",""
"3759","반영하다","to reflect","反映",""
"3760","도장","stamp, seal;<br />painting;<div>taekwondo studio</div>","圖章,&nbsp;塗裝,&nbsp;道場",""
"3761","후보","candidate, nominee","候補",""
"3762","배송","shipping, delivery","配送",""
"3763","단위","unit, measure","單位",""
"3764","유일하다","to be the only one","唯一",""
"3765","등장하다","to appear, make an appearance","登場",""
"3766","선전","propaganda,&nbsp;advertisement","宣傳",""
"3767","연속","series, streak, continuation","連續",""
"3768","연인","sweetheart, lover","戀人",""
"3769","웬만하다","to be tolerable, fairly good","",""
"3770","독특하다","to be peculiar, unique, distinctive","獨特",""
"3771","손해","damage, loss","損害",""
"3772","급히","hastily, in a hurry","急",""
"3773","번갈다","","番-",""
"3774","이론","theory","理論",""
"3775","난로","heater, stove","煖爐",""
"3776","재우다","to put [send] someone to sleep [bed]","",""
"3777","사기","fraud, deception, scam;<div>morale, fighting spirit</div>","詐欺,&nbsp;士氣",""
"3778","재다","to measure, gauge","",""
"3779","모집하다","to recruit, invite","募集",""
"3780","고래","whale","",""
"3781","감소하다","to decrease, decline","減少",""
"3782","방울","drop (of liquid);<div>bell</div>","",""
"3783","뛰어나다","to be outstanding, excellent","",""
"3784","언덕","hill; slope","",""
"3785","유창하다","to be fluent","流暢",""
"3786","멋대로","as one pleases, selfishly","",""
"3787","절망","despair, hopelessness","絶望",""
"3788","흘러내리다","to run down, trickle down","",""
"3789","후춧가루","ground pepper",""," food "
"3790","학과","<div>(university) department, major;</div><div>lesson, classwork</div>","學科",""
"3791","박다","to thrust in, hammer, drive","",""
"3792","짖다","to bark, howl","",""
"3793","활짝","extensively, widely, fully","",""
"3794","조명하다","to illuminate, highlight","照明",""
"3795","한라산","Mt. Halla","漢拏山",""
"3796","휴식","rest, relaxation","休息",""
"3797","결승","finals","決勝",""
"3798","해돋이","sunrise","",""
"3799","난방","heating","煖房·暖房",""
"3800","공통점","common feature","共通點",""
"3801","어기다","to break, violate","",""
"3802","쫓아가다","to run after, pursue, keep up with","",""
"3803","진학하다","to enter (a higher level of) school","進學",""
"3804","정지하다","to stop, halt","停止",""
"3805","육지","land","陸地",""
"3806","시점","point in time;<br>point of view","時點,&nbsp;視點",""
"3807","수명","life, life span","壽命",""
"3808","일자리","job, position","",""
"3809","인하","reduction, cut","引下",""
"3810","기념일","anniversary","紀念日",""
"3811","퇴직","retirement","退職",""
"3812","음식물","food (and drink)","飮食物",""
"3813","사원","employee, member of the staff;<div>temple, mosque</div>","社員,&nbsp;寺院",""
"3814","합의","agreement, consent;<div>consultation</div>","合意,&nbsp;合議",""
"3815","설득하다","to persuade","說得",""
"3816","대접하다","to treat, treat to, entertain","待接",""
"3817","당당하다","to be imposing, commanding, confident, dignified","堂堂"," double "
"3818","음반","record, album","音盤",""
"3819","추천서","letter of recommendation","推薦書",""
"3820","거두다","to harvest, reap, gain","",""
"3821","첨부하다","to attach","添附",""
"3822","뚫다","to bore, dig, pierce","",""
"3823","초밥","sushi","醋-"," food "
"3824","주름","wrinkle, crease","",""
"3825","계좌","bank account","計座",""
"3826","엎드리다","to lie face down","",""
"3827","뒤지다","to look through, go through, search for, rummage;<br />to fall behind","",""
"3828","낭비하다","to waste","浪費",""
"3829","거칠다","to be rough, coarse","",""
"3830","사연","story, situation","事緣",""
"3831","냉정하다","to be cool-headed, objective, cold-hearted","冷靜,&nbsp;冷情",""
"3832","넉넉하다","to be sufficient, plenty",""," double "
"3833","종로","Jongno","鍾路/鐘路",""
"3834","붐비다","to be crowded, packed","",""
"3835","고모부","father's sister's husband","姑母夫",""
"3836","줄곧","all the time, continually","",""
"3837","동호회","club, society","同好會",""
"3838","데다","to be burnt, get scorched, scald oneself","",""
"3839","이발하다","to get a haircut (for men)","理髮",""
"3840","풍선","balloon","風船",""
"3841","솟다","to rise;<div>to gush out, flow out</div>","",""
"3842","염색하다","to dye","染色",""
"3843","간섭하다","to interfere, meddle","干涉",""
"3844","무덤","grave, tomb","",""
"3845","초조하다","to be anxious, restless, impatient","焦燥",""
"3846","사막","desert","沙漠·砂漠",""
"3847","험하다","to be rugged, rough, sinister","險",""
"3848","반성","self-reflection, self-examination","反省",""
"3849","운반하다","to transport, carry, convey","運搬",""
"3850","골고루","evenly, equally","",""
"3851","경력","career, work experience","經歷",""
"3852","빠뜨리다","to drop, throw into;<div>to omit, exclude;</div><div>to tempt</div>","",""
"3853","외숙모","maternal uncle's wife","外叔母",""
"3854","비결","secret, key (of how to do something)","秘訣",""
"3855","연봉","annual salary","年俸",""
"3856","무관심하다","to be indifferent, unconcerned","無關心",""
"3857","작은아버지","father's younger brother","",""
"3858","작은어머니","the wife of father's younger brother","",""
"3859","반죽","dough","",""
"3860","국회","national assembly","國會",""
"3861","점퍼","jacket, windbreaker",""," eng "
"3862","물러나다","to fall back, retreat, retire","",""
"3863","접하다","to learn, hear","接",""
"3864","안심하다","to be relieved, rest easy","安心",""
"3865","채","counter for houses","",""
"3866","연설","speech, address","演說",""
"3867","만점","perfect score","滿點",""
"3868","국제선","international flight","國際線",""
"3869","작전","operation, military action","作戰",""
"3870","끌어안다","to hug, cuddle","",""
"3871","얼룩","stain, spot","",""
"3872","실업","unemployment;<div>industry, business</div>","失業,&nbsp;實業",""
"3873","상금","prize money, award (cash)","賞金",""
"3874","고요하다","to be still, quiet, calm, silent, peaceful","",""
"3875","발자국","footstep, footprint","",""
"3876","쓰러지다","to fall down, drop down, collapse","",""
"3877","의욕","will, drive","意欲",""
"3878","반기다","to greet, welcome","",""
"3879","중순","the middle ten days of a month","中旬",""
"3880","곧잘","quite well, frequently","",""
"3881","생방송","live broadcast","生放送",""
"3882","범위","scope, range, extent, limits","範圍",""
"3883","별명","nickname","別名",""
"3884","드러내다","to reveal, expose, show","",""
"3885","권력","power","權力",""
"3886","베란다","porch","",""
"3887","국화","chrysanthemum","菊花",""
"3888","해롭다","to be harmful, bad","害-",""
"3889","축소하다","to reduce, cut down","縮小",""
"3890","코스","course, route",""," eng "
"3891","곡식","grain, cereals","穀食",""
"3892","오락","entertainment, pastime, recreation","娛樂",""
"3893","처방전","prescription","處方箋",""
"3894","시행","enforcement, implementation","施行",""
"3895","옷차림","dress, attire, getup","",""
"3896","기혼","married","旣婚",""
"3897","깨","sesame","",""
"3898","새집","new house;<div>bird's nest</div>","",""
"3899","실종","disappearance","失踪",""
"3900","미지근하다","to be lukewarm, tepid","",""
"3901","발행","publication, issue","發行",""
"3902","수속","procedure","手續",""
"3903","지폐","paper money","紙幣",""
"3904","대청소","general cleaning","大淸掃",""
"3905","대조하다","to contrast, compare","對照",""
"3906","체력","physical strength","體力",""
"3907","열매","fruit, nut, berry",""," food "
"3908","의무","obligation, duty","義務",""
"3909","입시","entrance exam","入試",""
"3910","재생하다","to remake, regenerate, recycle, play [a video]","再生",""
"3911","비기다","to end in a tie","",""
"3912","새기다","to engrave, carve","",""
"3913","메모지","memo pad, notepad","memo紙",""
"3914","환갑","sixtieth birthday","還甲",""
"3915","바퀴","wheel; round;<div>cockroach</div>","",""
"3916","판사","judge","判事",""
"3917","긋다","to draw a line","",""
"3918","배우자","spouse, partner","配偶者",""
"3919","기다","to crawl","",""
"3920","초청하다","to invite","招請",""
"3921","확장하다","to expand, extend","擴張",""
"3922","순위","rating, ranking, position","順位",""
"3923","기획","planning","企劃",""
"3924","부서","department, division","部署",""
"3925","탄생하다","to be born","誕生",""
"3926","마땅하다","to be suitable, appropriate, to deserve","",""
"3927","승리","victory","勝利",""
"3928","청혼하다","to propose marriage","請婚",""
"3929","설문지","questionnaire","設問紙",""
"3930","가뭄","drought","",""
"3931","가라앉다","to sink, settle","",""
"3932","계기","opportunity, motive;<br>instrument","契機,&nbsp;計器",""
"3933","정책","policy","政策",""
"3934","좌측","one's left","左側",""
"3935","노선도","route map","路線圖",""
"3936","창","window;<br>spear","窓,&nbsp;槍",""
"3937","합리적","rational, reasonable","合理的",""
"3938","우체통","mailbox","郵遞筒",""
"3939","집어넣다","to put into, bring in","",""
"3940","창구","window, counter","窓口",""
"3941","완성하다","to complete, finish","完成",""
"3942","든든하다","to be strong, secure, reassured",""," double "
"3943","인식","recognition, awareness","認識",""
"3944","묘사","description","描寫",""
"3945","덮이다","to be covered","",""
"3946","환율","exchange rate","換率",""
"3947","학력","level of education, academic background;<div>academic ability</div>","學歷,&nbsp;學力",""
"3948","세제","detergent;<div>tax system</div>","洗劑,&nbsp;稅制",""
"3949","어느덧","before you know it","",""
"3950","네거리","four-way intersection","",""
"3951","자격증","certificate, license","資格證",""
"3952","보름달","full moon","",""
