"index","word","meaning","furi","pos","e.g.","e.g.[voc]","e.g.[eng]"
"1232","備える","prepare for (disaster), equip (st) with","備[そな]える","Verb","災害[さいがい]に<b> 備[そな]えて</b> 大量[たいりょう]の 水[みず]を 買[か]い 込[こ]んだ。","災害に<b>備えて</b>大量の水を買い込んだ。","I bought large quantities of water to prepare for disasters."
"1233","準備","prepare for, ready for","準備[じゅんび]","Verbal Noun","明日[あす]の 会議[かいぎ]の<b> 準備[じゅんび]</b>をした。","明日の会議の<b>準備</b>をした。","I prepared for tomorrow's meeting."
"1234","設計","design, plan","設計[せっけい]","Verbal Noun","兄[あに]は 船[ふね]の<b> 設計[せっけい]</b>をしています。","兄は船の<b>設計</b>をしています。","My big brother is designing a ship."
"1235","施設","facilities, institution","施設[しせつ]","Noun","そのホテルにはレジャー<b> 施設[しせつ]</b>がたくさんある。","そのホテルにはレジャー<b>施設</b>がたくさんある。","There are a lot of leisure facilities in the hotel."
"1236","マッチ","match, matchbox","マッチ","Noun","<b>マッチ</b>を 持[も]っていますか。","<b>マッチ</b>を持っていますか。","Do you have a match?"
"1237","設ける","set up, establish, prepare","設[もう]ける","Verb","授業[じゅぎょう]の 終[お]わりに 復習[ふくしゅう]の 時間[じかん]を<b> 設[もう]けた</b>。","授業の終わりに復習の時間を<b>設けた</b>。","I set up a review time at the end of class."
"1238","説明","explanation, description","説明[せつめい]","Verbal Noun","この 単語[たんご]の 意味[いみ]を<b> 説明[せつめい]</b>してください。","この単語の意味を<b>説明</b>してください。","Please tell me the meaning of this word."
"1239","小説","novel, story","小説[しょうせつ]","Noun","私[わたし]は 月[つき]に 3冊[さんさつ]くらい<b> 小説[しょうせつ]</b>を 読[よ]みます。","私は月に3冊くらい<b>小説</b>を読みます。","I read about three novels a month."
"1240","公開","opening (to the public)","公開[こうかい]","Verbal Noun","その 映画[えいが]は 今日[きょう]、<b> 公開[こうかい]</b>されます。","その映画は今日、<b>公開</b>されます。","The movie opens to the public today."
"1241","いとこ","cousin","いとこ","Noun","<b>いとこ</b>と 私[わたし]は 同[おな]じ 年[とし]です。","<b>いとこ</b>と私は同じ年です。","My cousin and I are the same age."
"1242","公園","park, public garden","公園[こうえん]","Noun","子供[こども]たちが<b> 公園[こうえん]</b>で 遊[あそ]んでいる。","子供たちが<b>公園</b>で遊んでいる。","The children are playing in the park."
"1243","動物園","zoo","動物園[どうぶつえん]","Noun","昨日子供[きのう こども]たちと<b> 動物園[どうぶつえん]</b>に 行[い]きました。","昨日子供たちと<b>動物園</b>に行きました。","I went to the zoo with my kids yesterday."
"1244","祭り","festival","祭[まつ]り","Noun","彼女[かのじょ]は<b> 祭[まつ]り</b>が 大好[だいす]きです。","彼女は<b>祭り</b>が大好きです。","She loves festivals."
"1245","国際","international","国際[こくさい]","Noun","ここで<b> 国際[こくさい]</b> 会議[かいぎ]が 開[ひら]かれます。","ここで<b>国際</b>会議が開かれます。","An international conference is going to be held here."
"1246","ストーブ","paraffin heater, stove","ストーブ","Noun","うちではまだ<b>ストーブ</b>を 使[つか]っています。","うちではまだ<b>ストーブ</b>を使っています。","We still use a heating stove at my house."
"1247","実際","reality, truth, the actual situation","実際[じっさい]","Adverb","彼[かれ]は<b> 実際[じっさい]</b>にはあまり 背[せ]が 高[たか]くない。","彼は<b>実際</b>にはあまり背が高くない。","Actually, he's not very tall."
"1248","飛行場","airport, airfield","飛行場[ひこうじょう]","Noun","バスが<b> 飛行場[ひこうじょう]</b>に 着[つ]きました。","バスが<b>飛行場</b>に着きました。","The bus arrived at the airport."
"1249","航空便","airmail","航空便[こうくうびん]","Noun","<b> 航空便[こうくうびん]</b>で 書類[しょるい]が 届[とど]きました。","<b>航空便</b>で書類が届きました。","The document reached me by airmail."
"1250","船便","surface mail&nbsp;(ship)","船便[ふなびん]","Noun","アメリカの 友人[ゆうじん]から<b> 船便[ふなびん]</b>が 届[とど]いた。","アメリカの友人から<b>船便</b>が届いた。","Something arrived by surface mail from my friend in the United States."
"1251","ガソリンスタンド","gas station","ガソリンスタンド","Noun","この 近[ちか]くに<b>ガソリンスタンド</b>はありますか。","この近くに<b>ガソリンスタンド</b>はありますか。","Is there a gas station nearby?"
"1252","船","ship, boat, vessel","船[ふね]","Noun","私[わたし]たちは<b> 船[ふね]</b>に 乗[の]った。","私たちは<b>船</b>に乗った。","We got on the ship."
"1253","空港","airport","空港[くうこう]","Noun","<b> 空港[くうこう]</b>までリムジンバスで 行[い]った。","<b>空港</b>までリムジンバスで行った。","I went to the airport by shuttle bus."
"1254","港","port, harbor","港[みなと]","Noun","<b> 港[みなと]</b>に 船[ふね]が 着[つ]きました。","<b>港</b>に船が着きました。","The ship arrived at the port."
"1255","島","island, isle","島[しま]","Noun","日本[にっぽん]は<b> 島[しま]</b> 国[ぐに]です。","日本は<b>島</b>国です。","Japan is an island nation."
"1256","デート","date","デート","Verbal Noun","<b>デート</b>で 遊園地[ゆうえんち]に 行[い]きました。","<b>デート</b>で遊園地に行きました。","I went on a date to an amusement park."
"1257","完成","completion, finish","完成[かんせい]","Verbal Noun","新[あたら]しいホームページが<b> 完成[かんせい]</b>した。","新しいホームページが<b>完成</b>した。","We finished our new home page."
"1258","平成","Heisei era","平成[へいせい]","Noun","彼女[かのじょ]は<b> 平成[へいせい]</b> 3年生[さんねんう]まれです。","彼女は<b>平成</b>3年生まれです。","She was born in Heisei Year 3 (1991)."
"1259","成功","success","成功[せいこう]","Verbal Noun","ついに 実験[じっけん]が<b> 成功[せいこう]</b>した。","ついに実験が<b>成功</b>した。","The experiment finally succeeded."
"1260","原因","cause, origin","原因[げんいん]","Noun","この 事故[じこ]の<b> 原因[げんいん]</b>は 何[なん]ですか。","この事故の<b>原因</b>は何ですか。","What's the cause of the accident?"
"1261","ふすま","sliding door, fusuma","ふすま","Noun","<b>ふすま</b>を 閉[し]めてください。","<b>ふすま</b>を閉めてください。","Please close the sliding door."
"1262","資金","funds, a fund","資金[しきん]","Noun","私[わたし]たちは 今[いま]、 結婚[けっこん]<b> 資金[しきん]</b>を 貯[た]めています。","私たちは今、結婚<b>資金</b>を貯めています。","We're saving for the wedding now."
"1263","投資","investment","投資[とうし]","Verbal Noun","私[わたし]は 4[よっ]つの 会社[かいしゃ]に<b> 投資[とうし]</b>しています。","私は4つの会社に<b>投資</b>しています。","I'm investing in four companies."
"1264","願う","wish, ask a favor, apply for","願[ねが]う","Verb","彼[かれ]が 元気[げんき]になるよう<b> 願[ねが]っています</b>。","彼が元気になるよう<b>願っています</b>。","We're praying that he gets well."
"1265","正確","accurate, precise","正確[せいかく]","Adjectival Noun","彼[かれ]の 計算[けいさん]は<b> 正確[せいかく]</b>です。","彼の計算は<b>正確</b>です。","His calculation is accurate."
"1266","レモン","lemon","レモン","Noun","紅茶[こうちゃ]に<b>レモン</b>を 入[い]れて 飲[の]んだ。","紅茶に<b>レモン</b>を入れて飲んだ。","I put lemon in my tea and drank it."
"1267","正しい","correct, righteous, lawful","正[ただ]しい","Adjective","それは<b> 正[ただ]しい</b> 答[こた]えです。","それは<b>正しい</b>答えです。","That's the correct answer."
"1268","正月","New Year","正月[しょうがつ]","Noun","お<b> 正月[しょうがつ]</b>にはたいてい、 家族[かぞく]が 集[あつ]まる。","お<b>正月</b>にはたいてい、家族が集まる。","Our family usually gets together for the new year."
"1269","正直","honest, upright","正直[しょうじき]","Adjectival Noun","彼女[かのじょ]はとても<b> 正直[しょうじき]</b>だ。","彼女はとても<b>正直</b>だ。","She's very honest."
"1270","異なる","differ","異[こと]なる","Verb","彼[かれ]と 私[わたし]はいつも 意見[いけん]が<b> 異[こと]なる</b>。","彼と私はいつも意見が<b>異なる</b>。","He and I always have different opinions."
"1271","チーズ","cheese","チーズ","Noun","<b>チーズ</b>を 一切[ひとき]れ 食[た]べました。","<b>チーズ</b>を一切れ食べました。","I ate a slice of cheese."
"1272","通常","common, ordinary","通常[つうじょう]","Noun","<b> 通常[つうじょう]</b>は 夜8時[よる はちじ]まで 営業[えいぎょう]しています。","<b>通常</b>は夜8時まで営業しています。","We're usually open until eight o'clock at night."
"1273","非常に","very, extremely","非常[ひじょう]に","Adverb","これは<b> 非常[ひじょう]に</b> 重要[じゅうよう]です。","これは<b>非常に</b>重要です。","This is very important."
"1274","調べる","search (for), examine","調[しら]べる","Verb","この 単語[たんご]の 意味[いみ]を 辞書[じしょ]で<b> 調[しら]べましょう</b>。","この単語の意味を辞書で<b>調べましょう</b>。","Let's look up the meaning of this word in the dictionary."
"1275","強調","emphasis, stress","強調[きょうちょう]","Verbal Noun","彼[かれ]は 良[よ]いところだけを<b> 強調[きょうちょう]</b>した。","彼は良いところだけを<b>強調</b>した。","He only emphasized the strong points."
"1276","ドライブ","drive","ドライブ","Verbal Noun","今日[きょう]は 群馬[ぐんま]まで<b>ドライブ</b>しました。","今日は群馬まで<b>ドライブ</b>しました。","I drove to Gunma today."
"1277","季節","season","季節[きせつ]","Noun","私[わたし]の 一番好[いちばん す]きな<b> 季節[きせつ]</b>は 春[はる]です。","私の一番好きな<b>季節</b>は春です。","My favorite season is spring."
"1278","調査","investigation, examination","調査[ちょうさ]","Verbal Noun","私[わたし]たちがその 問題[もんだい]を<b> 調査[ちょうさ]</b>しています。","私たちがその問題を<b>調査</b>しています。","We're investigating that problem."
