"index","word","meaning"
"1798","¡Záfate el pelo que lo tienes muy bonito!","Let your hair be loose because it is very pretty."
"1799","bloquear","to block, to obstruct, to block an account"
"1800","Los secuestradores bloquearon el camino con sus carros blindados.","The kidnappers blocked the road with their armored cars."
"1801","El biombo bloqueaba a la actriz.","The screen was blocking the actress."
"1802","Las cortinas habían bloqueado la luz solar y la planta murió.","The curtains had blocked the light and the plant died."
"1803","Las admiradoras estaban bloqueando al famoso cantante y no lo dejaron salir.","The fans were blocking the famous singer from leaving."
"1804","convenir","to be advisable, to be convenient, to agree"
"1805","Conviene comprar el carro en lugar de alquilarlo.","It is advisable to buy the car instead of renting it."
"1806","Hemos convenido en ir con ellos a Inglaterra.","We have agreed to go with them to England."
"1807","Le convendría aceptar ese trabajo.","It would be convenient for her to accept that job."
"1808","agregar","to add, to collect, to aggregate"
"1809","No le agregues sal a la salsa por favor.","Do not add salt to the salsa please."
"1810","El dúo agregó un baterista a la banda.","The duet added a drummer to the band."
"1811","Le habíamos agregado aceite al motor cuando se nos apagó.","We had just added oil to the motor when it died."
"1812","El millonario ha agregado un nuevo cuadro a su colección.","The millionaire has added a new painting to his collection."
"1813","desayunarse","to eat breakfast"
"1814","Yo me desayunaría en casa pero no me apetece.","I would eat breakfast at home but it doesn't appeal to me."
"1815","Si nos desayunáramos más temprano llegaríamos a tiempo.","If we have breakfast earlier we would be there on time."
"1816","Desayúnate todos los días.","Eat breakfast everyday."
"1817","Ellos se desayunan con huevos y pan tostado.","They eat eggs and toast for breakfast."
"1818","matar","to kill, to butcher, to stave off hunger"
"1819","El matador mató al bravo toro.","The matador killed the brave bull."
"1820","Lo habría matado más rápido pero el público no lo dejó.","He would have killed it faster but the fans did not allow him to."
"1821","La contaminación está matando muchas especies de animales.","Pollution is killing many species of animals."
"1822","Se mató en un accidente de tránsito.","He got killed in a traffic accident."
"1823","Ella se ha matado para conseguir esa posición.","She has worked very hard to get that job."
"1824","Matar dos pájaros de un tiro.","To kill two birds with one stone."
"1825","¡Que me maten si miento!","Strike me dead if I lie!"
"1826","estacionar","to park, to station"
"1827","¡Ellas han estacionado el coche en medio de la calle!","They have parked the car in the middle of the street!"
"1828","A Pablo lo estacionaron en China.","Pablo was stationed in China."
"1829","No estacionen en la zona de minusválidos.","Don't park in the handicapped parking space."
"1830","enseñar","to teach"
"1831","A Dixon le gusta enseñar en la escuela secundaria.","Dixon likes teaching in high school."
"1832","La Senora Marquis enseña matemática.","Mrs Marquis teaches mathematics."
"1833","Me gustaría que hubiese enseñado el año pasado.","I wished that she had taught last year."
"1834","Más enseña la necesidad que diez años de universidad.","Necessity teaches more than ten years of school."
"1835","ignorar","to be ignorant of unaware of not, to know"
"1836","Ellos ignoran la situación política y económica de su país.","They are not aware of the political and economic situation of their country."
"1837","El famoso pintor la estaba ignorando mirándola como si no la conociera.","The famous painter was ignoring her looking at her as if he didn't know her."
"1838","Los investigadores no han ignorado ningún detalle del crimen.","The investigators didn't ignore any detail of the crime."
"1839","oír","to hear, to listen"
"1840","No oigo nada.","I hear nothing."
"1841","¿Me estás oyendo?","Are you listening to me?"
"1842","¿Has oído las noticias de hoy?","Have you heard today's news?"
"1843","¡Oye, ven acá!","Listen, come here!"
"1844","El que no oye consejo no llega a viejo.","Those who don't listen to counsel don't grow wiser."
"1845","deber","to owe, must, ought"
"1846","Le debo dinero al banco.","I owe money to the bank."
"1847","Debemos honrar a nuestros padres.","We must honor our parents."
"1848","Ella debería haber ido a clase.","She should have gone to class."
"1849","Él debiera tener más cuidado en su trabajo.","He should be more careful at work."
"1850","Debí dar las gracias en ese momento.","I should have given thanks at that time (but I didn't)."
"1851","reparar","to repair, to mend, to fix, to notice"
"1852","El propietario ha reparado los apartamentos.","The owner has repaired the apartments."
"1853","Él repararía su auto pero no tiene las herramientas necesarias.","He would repair his car but he doesn't have the necessary tools."
"1854","Aunque reparara el auto éste no va a funcionar porque está muy viejo.","Even if he were to fix the car it will not work because it is too old."
"1855","No reparé en eso.","I didn't notice that."
"1856","otorgar","to grant, to give"
"1857","Al soldado le otorgaron una medalla por su valentía.","The soldier was granted a medal for his courage."
"1858","Le otorgué a mi hermana mis derechos a la herencia.","I gave my sister my rights to the inheritance."
"1859","La empresa ha otorgado becas a los hijos de los trabajadores.","The company has granted scholarships to the employees' children."
"1860","Quien calla otorga.","Silence grants consent."
"1861","introducir","to introduce, to bring in, to submit"
"1862","Un nuevo producto de belleza fue introducido en el mercado.","A new beauty product was introduced in the market."
"1863","Aunque lo introduzcan con bombas y platillos no se va a vender.","Even if they introduced it with fanfare it will not sell."
"1864","No introduzcas los papeles para la beca todavía.","Do not submit the scholarship papers yet."
"1865","El abogado introdujo el testigo en la corte.","The lawyer brought in the witness to the court."
"1866","colorear","to color, to tint"
"1867","¡No colorees con grafito las paredes de la escuela!","Don't color the school walls with graffiti!"
"1868","El arquitecto ha coloreado los diseños.","The architect has colored the designs."
"1869","Ya se colorean las manzanas.","The apples are getting their ripened color."
"1870","El niño coloreó las paredes.","The little boy colored the walls."
"1871","recoger","to pick up, to harvest, to gather"
"1872","Su novio la recogía a las 9:00 de la mañana.","Her boyfriend used to pick her up at 9:00 in the morning."
"1873","Mirla si has recogido tu ropa puedes salir.","Mirla if you have finished picking up your clothes you may leave."
"1874","Los granjeros recogieron la cosecha de mangos.","The farmers gathered the harvest of mangos."
"1875","Mamá ya había recogido los libros.","Mother had already picked up the books."
"1876","expresar","to express (an idea etc.), to express oneself"
"1877","Si bien expresé mis ideas claramente todavía hicieron preguntas.","Even though I expressed my ideas clearly they still asked questions."
"1878","Nunca pensé que Ana se expresara tan abiertamente.","I never thought Ana would express herself so openly."
"1879","¿Se expresaría así ante otras personas?","Would she express herself like that before other people?"
"1880","vacilar","to hesitate, to waver"
"1881","Vacilé antes de responder porque no entendí la pregunta.","I hesitated before answering because I didn't understand the question."
"1882","Ellos estaban vacilando entre irse de vacaciones o ahorrar dinero.","They were wavering between going on vacation and saving money."
"1883","El criminal vaciló cuando le hicieron preguntas.","The criminal hesitated when he was asked a question."
"1884","Bruce me estaba vacilando.","Bruce was kidding me."
"1885","felicitar","to congratulate"
"1886","Es necesario que felicitemos a nuestros oponentes.","It is necessary that we congratulate our opponents."
"1887","Roberto los ha felicitado ya.","Robert has congratulated them already."
"1888","Yo habría felicitado al capitán del equipo pero no lo vi.","I would have congratulated the captain of the team but I didn't see him."
"1889","¡Felicitaciones por tu graduación!","Congratulations on your graduation!"
"1890","apoyar","to rest, to lean, to support, to help"
"1891","¡Apoyemos al candidato!","Support the candidate!"
"1892","Apoyaremos al presidente hasta el final.","We will support the president until the end."
